"Rank","Name","Platform","Year","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales"
2202,"LEGO Jurassic World","PS3",2015,"Action","Warner Bros. Interactive Entertainment",0.34,0.44,0,0.15,0.93
2203,"Build-A-Bear Workshop","DS",2007,"Simulation","Game Factory",0.85,0.01,0,0.07,0.93
2204,"Crash City Mayhem","GBA",2004,"Racing","THQ",0.67,0.25,0,0.02,0.93
2205,"Spider-Man","2600",1981,"Action","Parker Bros.",0.87,0.05,0,0.01,0.93
2206,"Mega Man 4","NES",1991,"Platform","Capcom",0.51,0.09,0.32,0.01,0.93
2207,"Castlevania II: Simon's Quest","NES",1987,"Platform","Konami Digital Entertainment",0.45,0.06,0.42,0,0.93
2208,"Toy Story 2: Buzz Lightyear to the Rescue!","N64",1999,"Platform","Activision",0.71,0.2,0,0.01,0.93
2209,"Teenage Mutant Ninja Turtles","GBA",2003,"Action","Unknown",0.67,0.25,0,0.02,0.93
2210,"MLB 07: The Show","PS2",2007,"Sports","Sony Computer Entertainment",0.77,0.03,0,0.13,0.93
2211,"Skylanders: Trap Team","X360",2014,"Action","Activision",0.54,0.31,0,0.08,0.93
2212,"Cars","GC",2006,"Racing","THQ",0.72,0.19,0,0.03,0.93
2213,"Brothers in Arms: Hell's Highway","PS3",2008,"Shooter","Ubisoft",0.44,0.34,0,0.15,0.93
2214,"Inazuma Eleven 3","DS",2010,"Role-Playing","Level 5",0,0,0.93,0,0.93
2215,"Pokken Tournament","WiiU",2016,"Fighting","Namco Bandai Games",0.47,0.22,0.16,0.07,0.93
2216,"SnoCross Championship Racing","PS",1999,"Racing","Ubisoft",0.52,0.35,0,0.06,0.93
2217,"Teenage Mutant Ninja Turtles","PS2",2003,"Action","Konami Digital Entertainment",0.45,0.35,0,0.12,0.92
2218,"Top Gun: Combat Zones","PS2",2001,"Simulation","Titus",0.45,0.35,0,0.12,0.92
2219,"Blue Dragon","X360",2006,"Role-Playing","Microsoft Game Studios",0.3,0.33,0.21,0.08,0.92
2220,"007: The World is not Enough","PS",2000,"Action","Electronic Arts",0.51,0.35,0,0.06,0.92
2221,"NCAA Football 11","X360",2010,"Sports","Electronic Arts",0.86,0,0,0.06,0.92
2222,"NHL 98","PS",1997,"Sports","Electronic Arts",0.51,0.35,0,0.06,0.92
2223,"FIFA Street","X360",2012,"Sports","Electronic Arts",0.17,0.65,0,0.1,0.92
2224,"EA Sports Active 2","PS3",2010,"Sports","Electronic Arts",0.52,0.28,0,0.12,0.92
2225,"SpongeBob SquarePants: The Yellow Avenger","PSP",2006,"Action","THQ",0.55,0.21,0,0.16,0.92
2226,"WWE SmackDown vs. Raw 2009","X360",2008,"Fighting","THQ",0.58,0.26,0,0.08,0.92
2227,"Dante's Inferno","X360",2010,"Action","Electronic Arts",0.63,0.2,0.02,0.07,0.92
2228,"Wipeout: In The Zone","X360",2011,"Misc","Activision",0.87,0,0,0.05,0.92
2229,"Space Jam","PS",1996,"Sports","Acclaim Entertainment",0.51,0.35,0,0.06,0.92
2230,"Kung Fu Panda","Wii",2008,"Action","Activision",0.5,0.32,0,0.09,0.92
2231,"Knockout Kings 2000","N64",1999,"Fighting","Electronic Arts",0.63,0.27,0,0.02,0.92
2232,"Balloon Fight","NES",1985,"Platform","Nintendo",0.39,0.09,0.43,0.01,0.92
2233,"Assassin's Creed","PC",2008,"Adventure","Ubisoft",0.01,0.83,0,0.08,0.92
2234,"Disney Magical World","3DS",2013,"Adventure","Nintendo",0.16,0.2,0.53,0.03,0.92
2235,"Crysis 3","X360",2013,"Shooter","Electronic Arts",0.51,0.33,0.01,0.08,0.92
2236,"Lego Batman 3: Beyond Gotham","PS4",2014,"Action","Warner Bros. Interactive Entertainment",0.37,0.39,0,0.15,0.92
2237,"Dynasty Warriors 7","PS3",2011,"Action","Tecmo Koei",0.25,0.14,0.46,0.06,0.92
2238,"The Evil Within","PS3",2014,"Action","Bethesda Softworks",0.26,0.39,0.12,0.14,0.92
2239,"MLB 12: The Show","PS3",2012,"Sports","Sony Computer Entertainment",0.86,0,0,0.06,0.92
2240,"Sonic Riders","GC",2006,"Racing","Sega",0.71,0.18,0,0.03,0.92
2241,"Starsky & Hutch","PS2",2003,"Racing","Empire Interactive",0.45,0.35,0,0.12,0.92
2242,"Tobal No.1","PS",1996,"Fighting","Sony Computer Entertainment",0.12,0.08,0.66,0.06,0.92
2243,"Lost Odyssey","X360",2007,"Role-Playing","Microsoft Game Studios",0.45,0.27,0.11,0.09,0.92
2244,"MLB 15: The Show","PS4",2015,"Sports","Sony Computer Entertainment",0.67,0.08,0,0.17,0.92
2245,"Operation Flashpoint: Dragon Rising","PS3",2009,"Shooter","Codemasters",0.23,0.46,0.05,0.17,0.92
2246,"Homefront","PS3",2011,"Shooter","THQ",0.32,0.4,0.04,0.15,0.91
2247,"AMF Bowling Pinbusters!","Wii",2007,"Sports","Bethesda Softworks",0.85,0,0,0.07,0.91
2248,"Street Hoops","PS2",2002,"Sports","Activision",0.45,0.35,0,0.12,0.91
2249,"Avatar: The Game","PS3",2009,"Action","Ubisoft",0.32,0.43,0,0.16,0.91
2250,"Harvest Moon 3D: A New Beginning","3DS",2012,"Action","Marvelous Entertainment",0.41,0.17,0.29,0.05,0.91
2251,"Tom Clancy's EndWar","X360",2008,"Strategy","Ubisoft",0.58,0.24,0.01,0.09,0.91
2252,"Knockout Kings 2002","PS2",2002,"Sports","Electronic Arts",0.45,0.35,0,0.12,0.91
2253,"Tokyo Xtreme Racer 3","PS2",2003,"Racing","Genki",0.35,0.27,0.21,0.09,0.91
2254,"LEGO Indiana Jones 2: The Adventure Continues","PS3",2009,"Action","Activision",0.47,0.3,0,0.13,0.91
2255,"Colin McRae Rally 2.0","PS",2000,"Racing","Codemasters",0.02,0.8,0.02,0.07,0.91
2256,"Glover","N64",1998,"Platform","Hasbro Interactive",0.72,0.17,0,0.01,0.91
2257,"MX vs. ATV Reflex","PS3",2009,"Racing","THQ",0.52,0.26,0,0.12,0.91
2258,"Minecraft: Story Mode","X360",2015,"Adventure","Mojang",0.46,0.38,0,0.08,0.91
2259,"Marvel: Ultimate Alliance 2","X360",2009,"Role-Playing","Activision",0.68,0.15,0,0.08,0.91
2260,"Call of Duty: World at War","DS",2008,"Shooter","Activision",0.57,0.26,0,0.08,0.91
2261,"Super Momotarou Dentetsu III","SNES",1994,"Simulation","Hudson Soft",0,0,0.91,0,0.91
2262,"Sonic Mega Collection Plus","XB",2004,"Misc","Sega",0.61,0.26,0,0.04,0.91
2263,"DJ Hero","PS3",2009,"Misc","Activision",0.42,0.34,0,0.14,0.91
2264,"Dragon Age: Inquisition","XOne",2014,"Role-Playing","Electronic Arts",0.55,0.28,0,0.07,0.91
2265,"The Simpsons Game","PS3",2007,"Action","Electronic Arts",0.38,0.37,0,0.15,0.91
2266,"Tiger Woods PGA Tour 2002","PS2",2002,"Sports","Electronic Arts",0.44,0.35,0,0.12,0.9
2267,"Mini-Yonku Shining Scorpion: Let's & Go!!","SNES",1996,"Racing","ASCII Entertainment",0,0,0.9,0,0.9
2268,"MLB 2005","PS2",2004,"Sports","Sony Computer Entertainment",0.44,0.35,0,0.12,0.9
2269,"SOCOM 4: U.S. Navy SEALs","PS3",2011,"Shooter","Sony Computer Entertainment",0.66,0.12,0.04,0.08,0.9
2270,"Burnout Revenge","PS2",2005,"Racing","Electronic Arts",0.75,0.03,0,0.12,0.9
2271,"Buzz! Quiz TV","PS3",2008,"Misc","Sony Computer Entertainment",0.28,0.48,0,0.14,0.9
2272,"We Ski & Snowboard","Wii",2008,"Sports","Atari",0.38,0.29,0.15,0.08,0.9
2273,"Destruction Derby","PS",1995,"Racing","Psygnosis",0.5,0.34,0,0.06,0.9
2274,"TouchMaster 2","DS",2008,"Puzzle","Midway Games",0.3,0.49,0,0.1,0.9
2275,"Crysis 3","PS3",2013,"Shooter","Electronic Arts",0.26,0.43,0.03,0.18,0.9
2276,"3Xtreme","PS",1999,"Action","989 Studios",0.5,0.34,0,0.06,0.9
2277,"Hot Shots Tennis","PS2",2006,"Sports","Sony Computer Entertainment",0.17,0.13,0.55,0.05,0.9
2278,"Sonic Heroes","XB",2003,"Platform","Sega",0.41,0.43,0.01,0.05,0.9
2279,"Resistance: Retribution","PSP",2009,"Shooter","Sony Computer Entertainment",0.27,0.36,0.05,0.22,0.9
2280,"Tiger Woods PGA Tour 12: The Masters","PS3",2011,"Sports","Electronic Arts",0.52,0.26,0,0.12,0.9
2281,"Star Wars: The Force Unleashed","DS",2008,"Action","LucasArts",0.51,0.29,0,0.09,0.9
2282,"Madden NFL 99","N64",1998,"Sports","Electronic Arts",0.84,0.05,0,0.01,0.9
2283,"Spider-Man 3","PS2",2007,"Platform","Activision",0.74,0.03,0.01,0.12,0.9
2284,"James Bond 007: Agent Under Fire","XB",2002,"Shooter","Electronic Arts",0.65,0.22,0,0.03,0.9
2285,"Samba De Amigo","Wii",2008,"Misc","Sega",0.42,0.37,0.01,0.1,0.9
2286,"The Elder Scrolls Online","PC",2014,"Role-Playing","Bethesda Softworks",0.32,0.48,0,0.09,0.9
2287,"Pure","PS3",2008,"Racing","Disney Interactive Studios",0.42,0.33,0,0.14,0.9
2288,"FIFA Soccer 09 All-Play","Wii",2008,"Sports","Electronic Arts",0.29,0.52,0,0.09,0.9
2289,"Fossil Fighters","DS",2008,"Role-Playing","Nintendo",0.84,0,0,0.06,0.9
2290,"LittleBigPlanet Karting","PS3",2012,"Action","Sony Computer Entertainment",0.42,0.32,0.01,0.15,0.9
2291,"X-Men Legends","XB",2004,"Role-Playing","Activision",0.62,0.24,0,0.04,0.9
2292,"NBA Live 2005","XB",2004,"Sports","Electronic Arts",0.81,0.05,0,0.04,0.9
2293,"Harry Potter: Quidditch World Cup","PS2",2003,"Sports","Electronic Arts",0.44,0.34,0,0.11,0.9
2294,"The Biggest Loser: Ultimate Workout","X360",2010,"Sports","THQ",0.73,0.1,0,0.06,0.9
2295,"Madagascar","GBA",2005,"Platform","Activision",0.62,0.24,0,0.03,0.89
2296,"Call of Juarez: Bound in Blood","PS3",2009,"Shooter","Ubisoft",0.35,0.38,0.01,0.16,0.89
2297,"Killzone: Liberation","PSP",2006,"Shooter","Sony Computer Entertainment",0.44,0.28,0,0.18,0.89
2298,"Madden NFL 08","Wii",2007,"Sports","Electronic Arts",0.82,0.01,0,0.07,0.89
2299,"Blitz: The League","PS2",2005,"Sports","Unknown",0.74,0.03,0,0.12,0.89
2300,"LEGO Jurassic World","PS4",2015,"Action","Warner Bros. Interactive Entertainment",0.32,0.42,0.01,0.14,0.89
2301,"Castlevania: Circle of the Moon","GBA",2001,"Platform","Konami Digital Entertainment",0.6,0.22,0.05,0.02,0.89
2302,"Sonic Chronicles: The Dark Brotherhood","DS",2008,"Role-Playing","Sega",0.51,0.29,0.01,0.09,0.89
2303,"Tiger Woods PGA Tour 06","PS2",2005,"Sports","Electronic Arts",0.74,0.03,0,0.12,0.89
2304,"Classic NES Series: The Legend of Zelda","GBA",2004,"Adventure","Nintendo",0.46,0.17,0.24,0.02,0.89
2305,"The Jak and Daxter Collection","PS3",2012,"Platform","Sony Computer Entertainment",0.6,0.19,0,0.1,0.89
2306,"Fire Emblem: The Sacred Stones","GBA",2004,"Strategy","Nintendo",0.42,0.16,0.3,0.02,0.89
2307,"Pokemon Card GB2: Here Comes Team GR!","GB",2001,"Strategy","Nintendo",0,0,0.89,0,0.89
2308,"Finding Nemo","GC",2003,"Action","THQ",0.69,0.18,0,0.02,0.89
2309,"CSI: Hard Evidence","Wii",2008,"Adventure","Ubisoft",0.36,0.43,0,0.1,0.89
2310,"Ace Combat 2","PS",1997,"Simulation","Sony Computer Entertainment",0.16,0.11,0.56,0.06,0.89
2311,"F1 2009","Wii",2009,"Racing","Codemasters",0.15,0.63,0,0.11,0.89
2312,"NFL 2K2","PS2",2001,"Sports","Sega",0.44,0.34,0,0.11,0.89
2313,"EA Sports UFC 2","PS4",2016,"Sports","Electronic Arts",0.28,0.47,0,0.14,0.89
2314,"Dissidia 012: Duodecim Final Fantasy","PSP",2011,"Fighting","Square Enix",0.21,0.13,0.46,0.08,0.89
2315,"LEGO Marvel Super Heroes","3DS",2013,"Action","Warner Bros. Interactive Entertainment",0.42,0.36,0.04,0.07,0.89
2316,"F1 2010","X360",2010,"Racing","Codemasters",0.18,0.59,0.01,0.1,0.89
2317,"Monster 4X4: World Circuit","Wii",2006,"Racing","Ubisoft",0.81,0,0.01,0.07,0.89
2318,"Call of Duty: Modern Warfare 2","PC",2009,"Shooter","Activision",0.01,0.79,0,0.09,0.89
2319,"Wii Fit U","WiiU",2013,"Sports","Nintendo",0.39,0.24,0.21,0.06,0.89
2320,"Kingdoms of Amalur: Reckoning","X360",2012,"Role-Playing","Electronic Arts",0.55,0.25,0.01,0.07,0.89
2321,"Call of Duty: Modern Warfare 3","Wii",2011,"Shooter","Activision",0.6,0.21,0,0.08,0.89
2322,"MLB 2001","PS",2000,"Sports","Sony Computer Entertainment",0.49,0.34,0,0.06,0.89
2323,"SingStar Anthems","PS2",2006,"Misc","Sony Computer Entertainment",0,0.68,0,0.2,0.89
2324,"Seiken Densetsu 3","SNES",1995,"Role-Playing","SquareSoft",0,0,0.89,0,0.89
2325,"Mega Man 8 Anniversary Collector's Edition","PS",1996,"Platform","Capcom",0.44,0.3,0.09,0.06,0.88
2326,"WWE SmackDown vs. Raw 2011","X360",2010,"Fighting","THQ",0.44,0.36,0,0.08,0.88
2327,"Sleeping Dogs","X360",2012,"Action","Square Enix",0.38,0.41,0.01,0.08,0.88
2328,"Grand Theft Auto IV","PC",2008,"Action","Take-Two Interactive",0.01,0.79,0,0.08,0.88
2329,"Peppa Pig: The Game","DS",2008,"Misc","Pinnacle",0,0.82,0,0.06,0.88
2330,"Michael Jackson: The Experience","X360",2011,"Misc","Ubisoft",0.62,0.2,0,0.07,0.88
2331,"Ghostbusters: The Video Game","Wii",2009,"Action","Atari",0.6,0.21,0,0.08,0.88
2332,"Rock Band 3","X360",2010,"Misc","MTV Games",0.73,0.1,0,0.06,0.88
2333,"Resident Evil: Revelations","3DS",2012,"Action","Capcom",0.3,0.22,0.3,0.05,0.88
2334,"NBA 2K6","PS2",2005,"Action","Take-Two Interactive",0.43,0.34,0,0.11,0.88
2335,"Buzz! The Mega Quiz","PS2",2007,"Misc","Sony Computer Entertainment",0.32,0.06,0,0.5,0.88
2336,"Endless Ocean: Blue World","Wii",2009,"Simulation","Nintendo",0.47,0.22,0.12,0.07,0.88
2337,"Star Wars: Rebel Assault II - The Hidden Empire","PS",1996,"Shooter","CTO SpA",0.49,0.33,0,0.06,0.88
2338,"Just Cause 3","XOne",2015,"Action","Square Enix",0.42,0.38,0,0.07,0.88
2339,"Metal Gear Ac!d","PSP",2004,"Strategy","Konami Digital Entertainment",0.32,0.26,0.12,0.17,0.88
2340,"Cooking Mama: World Kitchen","Wii",2008,"Simulation","505 Games",0.51,0.28,0.01,0.08,0.88
2341,"Tekken Tag Tournament 2","PS3",2012,"Fighting","Namco Bandai Games",0.28,0.33,0.13,0.14,0.88
2342,"ESPN NHL 2K5","PS2",2004,"Sports","Global Star",0.43,0.33,0,0.11,0.88
2343,"GRID","X360",2008,"Racing","Codemasters",0.33,0.44,0.01,0.09,0.88
2344,"Phantasy Star Portable 2","PSP",2009,"Role-Playing","Sega",0.08,0.11,0.62,0.06,0.88
2345,"Crimson Skies: High Road to Revenge","XB",2003,"Simulation","Microsoft Game Studios",0.65,0.19,0,0.03,0.87
2346,"Spec Ops: Ranger Elite","PS",2001,"Shooter","TalonSoft",0.49,0.33,0,0.06,0.87
2347,"Gex","PS",1995,"Platform","Crystal Dynamics",0.49,0.33,0,0.06,0.87
2348,"NBA 2K14","XOne",2013,"Sports","Take-Two Interactive",0.7,0.11,0,0.06,0.87
2349,"DiRT","X360",2007,"Racing","Codemasters",0.38,0.4,0,0.09,0.87
2350,"Derby Stallion II","SNES",1994,"Sports","ASCII Entertainment",0,0,0.87,0,0.87
2351,"Gold's Gym: Dance Workout","Wii",2010,"Sports","Ubisoft",0.71,0.11,0,0.06,0.87
2352,"Red Faction: Guerrilla","X360",2009,"Shooter","THQ",0.48,0.29,0.01,0.09,0.87
2353,"Tom Clancy's Ghost Recon: Island Thunder","XB",2003,"Shooter","Ubisoft",0.61,0.24,0,0.03,0.87
2354,"Mercenaries 2: World in Flames","PS3",2008,"Shooter","Electronic Arts",0.29,0.4,0.02,0.16,0.87
2355,"Need for Speed: V-Rally","PS",1997,"Racing","Infogrames",0.43,0.29,0.09,0.06,0.87
2356,"Kingdom Hearts Re: Chain of Memories","PS2",2008,"Role-Playing","Square Enix",0.73,0.03,0,0.12,0.87
2357,"Pictionary","Wii",2010,"Puzzle","THQ",0.61,0.19,0,0.07,0.87
2358,"NCAA Football 13","PS3",2012,"Action","Electronic Arts",0.82,0,0,0.06,0.87
2359,"Kingdoms of Amalur: Reckoning","PS3",2012,"Role-Playing","Electronic Arts",0.37,0.3,0.09,0.11,0.87
2360,"NFL GameDay '97","PS",1996,"Sports","Sony Computer Entertainment",0.48,0.33,0,0.06,0.87
2361,"Beijing 2008","PS3",2008,"Sports","Sega",0.14,0.54,0.01,0.18,0.87
2362,"The House of the Dead: Overkill","Wii",2009,"Shooter","Sega",0.46,0.31,0.02,0.09,0.87
2363,"Tony Hawk's Project 8","PS2",2006,"Sports","Activision",0.72,0.03,0,0.12,0.87
2364,"Injustice: Gods Among Us","PS4",2013,"Fighting","Warner Bros. Interactive Entertainment",0.46,0.29,0,0.12,0.87
2365,"NHL 2000","PS",1998,"Sports","Electronic Arts",0.48,0.33,0,0.06,0.87
2366,"Buzz! Master Quiz","PSP",2008,"Misc","Sony Computer Entertainment",0.2,0.44,0,0.23,0.87
2367,"Brothers in Arms: Hell's Highway","X360",2008,"Shooter","Ubisoft",0.47,0.31,0,0.09,0.87
2368,"Fight Night Round 2","PS2",2005,"Fighting","Electronic Arts",0.72,0.03,0,0.12,0.87
2369,"Wizards of Waverly Place","DS",2009,"Misc","Disney Interactive Studios",0.59,0.2,0,0.08,0.87
2370,"Scooby-Doo! First Frights","DS",2009,"Action","Warner Bros. Interactive Entertainment",0.63,0.17,0,0.07,0.87
2371,"Conflict: Desert Storm","XB",2002,"Shooter","SCi",0.48,0.37,0,0.02,0.87
2372,"Triple Play 2002","PS2",2002,"Sports","Electronic Arts",0.43,0.33,0,0.11,0.87
2373,"Vagrant Story","PS",2000,"Role-Playing","Crave Entertainment",0.3,0.2,0.3,0.06,0.87
2374,"Lemmings","PSP",2006,"Puzzle","Sony Computer Entertainment",0.12,0.52,0,0.23,0.87
2375,"Warriors Orochi","PS2",2007,"Action","Tecmo Koei",0.11,0.09,0.64,0.03,0.87
2376,"Guitar Hero: Warriors of Rock","X360",2010,"Misc","Activision",0.47,0.32,0,0.08,0.87
2377,"Enduro","2600",1982,"Misc","Quelle",0.81,0.05,0,0.01,0.87
2378,"Tales of Xillia 2","PS3",2012,"Role-Playing","Namco Bandai Games",0.2,0.15,0.45,0.07,0.87
2379,"SingStar '90s","PS2",2007,"Misc","Sony Computer Entertainment",0.1,0.59,0,0.18,0.87
2380,"Monster Strike 3DS","3DS",2015,"Action","mixi, Inc",0,0,0.86,0,0.86
2381,"Tomb Raider: Anniversary","Wii",2007,"Action","Eidos Interactive",0.12,0.63,0,0.11,0.86
2382,"Winning Eleven: Pro Evolution Soccer 2007","PSP",2006,"Sports","Konami Digital Entertainment",0.01,0.72,0.12,0.01,0.86
2383,"Darksiders II","PS3",2012,"Action","THQ",0.35,0.37,0.01,0.14,0.86
2384,"Ghostbusters: The Video Game","PS3",2009,"Action","Sony Computer Entertainment",0.34,0.37,0,0.15,0.86
2385,"The World Ends With You","DS",2007,"Role-Playing","Square Enix",0.54,0.06,0.21,0.05,0.86
2386,"Rocky","PS2",2002,"Fighting","Rage Software",0.42,0.33,0,0.11,0.86
2387,"Dragon Quest VIII: Journey of the Cursed King","3DS",2015,"Role-Playing","Square Enix",0,0,0.86,0,0.86
2388,"Ford Racing","PS",2001,"Racing","Empire Interactive",0.48,0.33,0,0.06,0.86
2389,"Madden Football 64","N64",1997,"Sports","Electronic Arts",0.81,0.04,0,0.01,0.86
2390,"MLB 99","PS",1998,"Sports","Sony Computer Entertainment",0.48,0.32,0,0.06,0.86
2391,"Dragon Ball Z: Burst Limit","PS3",2008,"Fighting","Atari",0.22,0.34,0.18,0.12,0.86
2392,"The Legendary Starfy","DS",2008,"Platform","Nintendo",0.61,0,0.2,0.05,0.86
2393,"2010 FIFA World Cup South Africa","X360",2010,"Sports","Electronic Arts",0.32,0.43,0.02,0.09,0.86
2394,"Dynasty Warriors 4: Xtreme Legends","PS2",2003,"Action","Tecmo Koei",0.17,0.13,0.51,0.04,0.86
2395,"Ninja Gaiden Sigma 2","PS3",2009,"Action","Ubisoft Annecy",0.52,0.16,0.08,0.1,0.86
2396,"Forza Horizon 2","X360",2014,"Racing","Microsoft Game Studios",0.35,0.43,0,0.07,0.85
2397,"Skate 2","PS3",2009,"Sports","Electronic Arts",0.46,0.26,0.01,0.12,0.85
2398,"FIFA Soccer 08","DS",2007,"Sports","Electronic Arts",0.1,0.65,0,0.11,0.85
2399,"Army Men: Air Attack","PS",1999,"Action","3DO",0.47,0.32,0,0.06,0.85
2400,"Need for Speed: Nitro","Wii",2009,"Racing","Electronic Arts",0.46,0.31,0,0.08,0.85
2401,"Madden NFL 09 All-Play","Wii",2008,"Sports","Electronic Arts",0.78,0.01,0,0.07,0.85
2402,"NBA 2K8","X360",2007,"Sports","Take-Two Interactive",0.79,0,0,0.07,0.85
2403,"Far Cry: Primal","XOne",2016,"Action","Ubisoft",0.46,0.32,0,0.07,0.85
2404,"Street Fighter Alpha 2","PS",1996,"Fighting","Virgin Interactive",0.14,0.09,0.57,0.06,0.85
2405,"Tiger Woods PGA Tour 2005","XB",2004,"Sports","Electronic Arts",0.64,0.18,0,0.03,0.85
2406,"Army of Two: The 40th Day","PS3",2010,"Shooter","Electronic Arts",0.44,0.27,0.01,0.12,0.85
2407,"Blazing Angels: Squadrons of WWII","Wii",2007,"Simulation","Ubisoft",0.74,0.04,0,0.06,0.85
2408,"Castlevania III: Dracula's Curse","NES",1989,"Platform","Konami Digital Entertainment",0.4,0.07,0.37,0.01,0.85
2409,"Harry Potter and the Order of the Phoenix","DS",2007,"Action","Electronic Arts",0.28,0.47,0,0.1,0.85
2410,"Rampage World Tour","PS",1997,"Action","GT Interactive",0.47,0.32,0,0.06,0.85
2411,"Burnout Legends","PSP",2005,"Racing","Electronic Arts",0.7,0.06,0,0.09,0.85
2412,"WWE 2K15","PS3",2014,"Sports","Take-Two Interactive",0.36,0.35,0,0.14,0.85
2413,"Overwatch","XOne",2016,"Shooter","Activision",0.52,0.25,0,0.08,0.85
2414,"Ratatouille","PS2",2007,"Action","THQ",0.31,0,0,0.53,0.85
2415,"NFL GameDay","PS",1995,"Sports","Sony Computer Entertainment",0.47,0.32,0,0.06,0.85
2416,"Burnout 2: Point of Impact","PS2",2002,"Racing","Acclaim Entertainment",0.42,0.32,0,0.11,0.85
2417,"Kirby: Planet Robobot","3DS",2016,"Action","Nintendo",0.26,0.1,0.44,0.04,0.85
2418,"Street Fighter EX3","PS2",2000,"Fighting","Virgin Interactive",0.32,0.25,0.2,0.08,0.85
2419,"Karaoke Revolution Glee","Wii",2010,"Misc","Konami Digital Entertainment",0.52,0.25,0,0.07,0.85
2420,"Sniper Elite V2","X360",2012,"Shooter","505 Games",0.46,0.29,0.02,0.07,0.85
2421,"Thief (2014)","PS4",2014,"Action","Square Enix",0.28,0.37,0.03,0.16,0.84
2422,"Spider-Man 2","GC",2004,"Action","Activision",0.65,0.17,0,0.02,0.84
2423,"Golden Sun: Dark Dawn","DS",2010,"Role-Playing","Nintendo",0.56,0.11,0.13,0.05,0.84
2424,"Tiger Woods PGA Tour 11","PS3",2010,"Sports","Electronic Arts",0.37,0.34,0,0.13,0.84
2425,"Devil May Cry HD Collection","PS3",2012,"Action","Capcom",0.42,0.21,0.11,0.1,0.84
2426,"MLB 16: The Show","PS4",2016,"Action","Sony Computer Entertainment",0.68,0,0,0.16,0.84
2427,"NBA 2K10","PS3",2009,"Sports","Take-Two Interactive",0.75,0.01,0.01,0.07,0.84
2428,"Xenoblade Chronicles X","WiiU",2015,"Role-Playing","Nintendo",0.36,0.28,0.14,0.06,0.84
2429,"Petz Dogz Fashion","DS",2008,"Simulation","Ubisoft",0.46,0.3,0,0.09,0.84
2430,"The Incredibles","GC",2004,"Action","THQ",0.65,0.17,0,0.02,0.84
2431,"NCAA Football 11","PS3",2010,"Sports","Electronic Arts",0.79,0,0,0.06,0.84
2432,"Dragon Age II","PS3",2011,"Action","Electronic Arts",0.4,0.27,0.05,0.12,0.84
2433,"ATV Quad Power Racing 2","PS2",2003,"Racing","Acclaim Entertainment",0.41,0.32,0,0.11,0.84
2434,"Harvest Moon: Tree of Tranquility","Wii",2007,"Simulation","Rising Star Games",0.69,0.03,0.06,0.06,0.84
2435,"Final Fantasy","NES",1987,"Role-Playing","SquareSoft",0.32,0,0.52,0,0.84
2436,"Street Fighter X Tekken","PS3",2012,"Fighting","Capcom",0.42,0.22,0.1,0.1,0.84
2437,"Rocket Power: Team Rocket Rescue","PS",2001,"Sports","THQ",0.47,0.32,0,0.05,0.84
2438,"Duke Nukem Forever","X360",2011,"Shooter","Take-Two Interactive",0.52,0.25,0,0.07,0.84
2439,"Big Mutha Truckers","PS2",2002,"Racing","Empire Interactive",0.41,0.32,0,0.11,0.84
2440,"Borderlands: The Handsome Collection","PS4",2015,"Shooter","Take-Two Interactive",0.36,0.32,0.03,0.14,0.84
2441,"Rogue Galaxy","PS2",2005,"Role-Playing","Sony Computer Entertainment",0.24,0.16,0.39,0.05,0.84
2442,"ESPN College Hoops 2K5","PS2",2004,"Sports","Sega",0.41,0.32,0,0.11,0.84
2443,"Metroid: Zero Mission","GBA",2004,"Adventure","Nintendo",0.6,0.22,0,0.01,0.84
2444,"FIFA 15","PSV",2014,"Sports","Electronic Arts",0.13,0.48,0.04,0.19,0.84
2445,"Time Crisis 4","PS3",2007,"Shooter","Namco Bandai Games",0.32,0.33,0.05,0.14,0.84
2446,"Ben 10: Protector of Earth","PS2",2007,"Action","D3Publisher",0.09,0,0,0.74,0.84
2447,"Need for Speed Rivals","X360",2013,"Racing","Electronic Arts",0.37,0.38,0.01,0.08,0.84
2448,"Q*bert","PS",1999,"Puzzle","Atari",0.46,0.32,0,0.05,0.84
