"Rank","Name","Platform","Year","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","Revenue"
1400,"LEGO Indiana Jones: The Original Adventures","PS2",2008,"Action","LucasArts",0.6,0.01,0,0.76,1.37,"1"
1401,"Assassin's Creed: Rogue","PS3",2014,"Action","Ubisoft",0.46,0.62,0.06,0.23,1.37,"1"
1402,"Ridge Racer 7","PS3",2006,"Racing","Namco Bandai Games",0.24,0.7,0.16,0.26,1.37,"1"
1403,"A Collection of Activision Classic Games for the Atari 2600","PS",1998,"Misc","Activision",0.76,0.52,0,0.09,1.37,"1"
1404,"Forza Horizon 2","XOne",2014,"Racing","Microsoft Game Studios",0.5,0.78,0.01,0.09,1.37,"1"
1405,"MotorStorm: Pacific Rift","PS3",2008,"Racing","Sony Computer Entertainment",0.43,0.67,0.02,0.26,1.37,"1"
1406,"Sonic Colors","DS",2010,"Platform","Sega",0.74,0.5,0.01,0.13,1.37,"1"
1407,"Star Wars Knights of the Old Republic II: The Sith Lords","XB",2004,"Role-Playing","Activision",0.99,0.33,0,0.05,1.37,"1"
1408,"LEGO Harry Potter: Years 1-4","PS3",2010,"Action","Warner Bros. Interactive Entertainment",0.55,0.6,0,0.22,1.37,"1"
1409,"Pocket Monsters Stadium","N64",1998,"Strategy","Nintendo",0,0,1.37,0,1.37,"1"
1410,"NBA 2K15","PS3",2014,"Sports","Take-Two Interactive",0.86,0.27,0.02,0.22,1.36,"1"
1411,"Tom Clancy's Ghost Recon 2","XB",2004,"Shooter","Ubisoft",0.86,0.45,0,0.06,1.36,"1"
1412,"Crash Bandicoot 2: N-Tranced","GBA",2003,"Platform","Vivendi Games",0.63,0.66,0,0.07,1.36,"1"
1413,"Burnout Paradise","X360",2008,"Racing","Electronic Arts",0.63,0.58,0.01,0.15,1.36,"1"
1414,"SingStar Abba","PS2",2008,"Misc","Sony Computer Entertainment",0.23,0.04,0,1.09,1.36,"1"
1415,"Gradius","NES",1986,"Shooter","Konami Digital Entertainment",0.27,0.08,1,0.01,1.36,"1"
1416,"Dragon Quest III: Soshite Densetsu e...","SNES",1996,"Role-Playing","Enix Corporation",0,0,1.36,0,1.36,"1"
1417,"Centipede","2600",1981,"Shooter","Atari",1.26,0.08,0,0.01,1.36,"1"
1418,"Yoshi's New Island","3DS",2014,"Platform","Nintendo",0.47,0.51,0.28,0.09,1.36,"1"
1419,"Ryse: Son of Rome","XOne",2013,"Action","Microsoft Game Studios",0.82,0.42,0,0.11,1.36,"1"
1420,"Dead to Rights","PS2",2002,"Shooter","Electronic Arts",0.67,0.52,0,0.17,1.36,"1"
1421,"Marvel vs. Capcom 3: Fate of Two Worlds","PS3",2011,"Fighting","Capcom",0.81,0.29,0.11,0.14,1.35,"1"
1422,"Dance Dance Revolution (Japan)","PS",1999,"Simulation","Konami Digital Entertainment",0,0,1.26,0.09,1.35,"1"
1423,"F1 2010","PS3",2010,"Racing","Codemasters",0.25,0.76,0.08,0.27,1.35,"1"
1424,"Madden NFL 98","PS",1997,"Sports","Electronic Arts",1.29,0.03,0,0.03,1.35,"1"
1425,"FIFA Soccer 09","PSP",2008,"Sports","Electronic Arts",0.23,0.73,0.02,0.37,1.35,"1"
1426,"Namco Museum DS","DS",2007,"Misc","Atari",1.18,0.01,0.06,0.09,1.35,"1"
1427,"FIFA Soccer 08","PSP",2007,"Sports","Electronic Arts",0.2,0.76,0,0.39,1.35,"1"
1428,"Grand Theft Auto: Chinatown Wars","DS",2009,"Action","Take-Two Interactive",0.59,0.57,0.05,0.14,1.35,"1"
1429,"Alan Wake","X360",2010,"Action","Microsoft Game Studios",0.66,0.51,0.05,0.13,1.35,"1"
1430,"Battlefield: Bad Company","PS3",2008,"Shooter","Electronic Arts",0.76,0.36,0.05,0.18,1.35,"1"
1431,"Mortal Kombat X","XOne",2015,"Fighting","Warner Bros. Interactive Entertainment",1,0.21,0,0.13,1.35,"1"
1432,"Samurai Warriors","PS2",2004,"Action","Electronic Arts",0.22,0.05,1.06,0.02,1.35,"1"
1433,"The Simpsons: Hit & Run","XB",2003,"Racing","Vivendi Games",0.7,0.58,0,0.07,1.35,"1"
1434,"Devil May Cry 4","X360",2008,"Action","Capcom",0.79,0.34,0.08,0.13,1.35,"1"
1435,"Tom Clancy's Rainbow Six: Vegas 2","PS3",2008,"Shooter","Ubisoft",0.66,0.45,0.04,0.21,1.35,"1"
1436,"Monster Hunter Freedom","PSP",2005,"Role-Playing","Capcom",0.24,0.04,1.03,0.04,1.35,"1"
1437,"Crysis 2","X360",2011,"Action","Electronic Arts",0.7,0.5,0.02,0.12,1.35,"1"
1438,"SaGa Frontier","PS",1997,"Role-Playing","SquareSoft",0.15,0.04,1.07,0.09,1.35,"1"
1439,"SingStar Party","PS2",2004,"Misc","Sony Computer Entertainment",0,1.04,0,0.31,1.35,"1"
1440,"FIFA Soccer 08","X360",2007,"Sports","Electronic Arts",0.31,0.89,0.01,0.14,1.35,"1"
1441,"The ICO & Shadow of the Colossus Collection","PS3",2011,"Adventure","Sony Computer Entertainment",0.67,0.37,0.13,0.17,1.35,"1"
1442,"Test Drive","PS2",2002,"Racing","Atari",0.95,0.21,0.01,0.18,1.34,"1"
1443,"Mario & Luigi: Partners in Time","DS",2005,"Role-Playing","Nintendo",0.77,0.07,0.43,0.08,1.34,"1"
1444,"Lost Planet: Extreme Condition","X360",2006,"Shooter","Capcom",1.09,0.04,0.1,0.11,1.34,"1"
1445,"Mortal Kombat 3","GEN",1994,"Fighting","Acclaim Entertainment",1.03,0.27,0,0.04,1.34,"1"
1446,"Doom 3","XB",2005,"Shooter","Activision",0.85,0.43,0,0.06,1.34,"1"
1447,"Donkey Kong Jungle Beat","GC",2004,"Platform","Nintendo",0.84,0.22,0.24,0.04,1.34,"1"
1448,"Need for Speed Carbon","PS2",2006,"Racing","Electronic Arts",1.22,0.05,0.05,0.01,1.34,"1"
1449,"Max Payne 2: The Fall of Max Payne","PS2",2003,"Shooter","Take-Two Interactive",0.65,0.51,0,0.17,1.34,"1"
1450,"Command & Conquer: Red Alert 2","PC",2000,"Strategy","Electronic Arts",1.32,0.02,0,0,1.34,"1"
1451,"MVP Baseball 2004","PS2",2004,"Sports","Electronic Arts",1.1,0.06,0,0.18,1.34,"1"
1452,"WWE SmackDown vs Raw 2008","PS3",2007,"Fighting","THQ",0.62,0.5,0.01,0.21,1.33,"1"
1453,"Ratchet & Clank: Up Your Arsenal (Weekly american sales)","PS2",2004,"Platform","Sony Computer Entertainment",1.27,0.05,0,0.02,1.33,"1"
1454,"Your Shape: Fitness Evolved","X360",2010,"Sports","Ubisoft",0.79,0.42,0,0.11,1.33,"1"
1455,"Rage","PS3",2011,"Shooter","Bethesda Softworks",0.47,0.59,0.06,0.21,1.33,"1"
1456,"Skylanders SWAP Force","X360",2013,"Platform","Activision",0.86,0.36,0,0.11,1.33,"1"
1457,"NBA 2K14","PS4",2013,"Sports","Take-Two Interactive",0.89,0.31,0.01,0.12,1.33,"1"
1458,"Spider-Man: The Movie","GBA",2002,"Action","Activision",0.92,0.35,0.01,0.05,1.33,"1"
1459,"WWF War Zone","N64",1998,"Fighting","Acclaim Entertainment",1.08,0.24,0,0.02,1.33,"1"
1460,"Tony Hawk's Pro Skater","GB",2000,"Sports","Activision",0.9,0.38,0.01,0.05,1.33,"1"
1461,"The Sims: Bustin' Out","GBA",2003,"Simulation","Electronic Arts",0.93,0.35,0,0.06,1.33,"1"
1462,"Triple Play 2001","PS",2000,"Sports","Electronic Arts",0.74,0.5,0,0.09,1.33,"1"
1463,"Metroid Prime 2: Echoes","GC",2004,"Shooter","Nintendo",0.87,0.35,0.07,0.04,1.33,"1"
1464,"UFC Undisputed 2010","X360",2010,"Fighting","THQ",0.9,0.31,0,0.11,1.33,"1"
1465,"Final Fantasy X / X-2 HD Remaster","PS3",2013,"Role-Playing","Square Enix",0.43,0.4,0.32,0.18,1.33,"1"
1466,"Corvette","PS2",2004,"Racing","TDK Mediactive",0.65,0.51,0,0.17,1.33,"1"
1467,"Petz Wild Animals: Dolphinz","DS",2007,"Simulation","Ubisoft",0.71,0.48,0,0.13,1.33,"1"
1468,"Pokemon Ranger: Guardian Signs","DS",2010,"Role-Playing","Nintendo",0.51,0.17,0.58,0.06,1.33,"1"
1469,"Middle-Earth: Shadow of Mordor","XOne",2014,"Action","Warner Bros. Interactive Entertainment",0.72,0.5,0.01,0.1,1.32,"1"
1470,"Need for Speed Underground Rivals","PSP",2005,"Racing","Electronic Arts",0.69,0.38,0.02,0.24,1.32,"1"
1471,"LEGO Batman: The Videogame","PS3",2008,"Action","Warner Bros. Interactive Entertainment",0.72,0.42,0,0.19,1.32,"1"
1472,"Dark Souls II","PS3",2014,"Role-Playing","Namco Bandai Games",0.4,0.36,0.4,0.17,1.32,"1"
1473,"World of Warcraft: Wrath of the Lich King","PC",2008,"Role-Playing","Activision",0.01,0.13,0,1.18,1.32,"1"
1474,"Kingdom Hearts II","PS3",2014,"Role-Playing","Square Enix",0.52,0.43,0.18,0.19,1.32,"1"
1475,"The LEGO Movie Videogame","X360",2014,"Action","Warner Bros. Interactive Entertainment",0.69,0.52,0,0.11,1.32,"1"
1476,"TOCA 2: Touring Cars","PS",1998,"Racing","Codemasters",0.03,1.16,0.02,0.11,1.32,"1"
1477,"Gyromite","NES",1985,"Puzzle","Nintendo",0.73,0.16,0.4,0.03,1.32,"1"
1478,"NFL 2K3","PS2",2002,"Sports","Atari",1.06,0.08,0,0.18,1.32,"1"
1479,"Fighting Force","PS",1997,"Fighting","Eidos Interactive",0.73,0.5,0,0.09,1.32,"1"
1480,"Mega Man Battle Network 4: Red Sun / Blue Moon","GBA",2003,"Role-Playing","Capcom",0.31,0.04,0.96,0.01,1.32,"1"
1481,"MAG: Massive Action Game","PS3",2010,"Shooter","Sony Computer Entertainment",0.77,0.3,0.09,0.16,1.32,"1"
1482,"Madden NFL 97","PS",1996,"Sports","Electronic Arts",0.73,0.5,0,0.09,1.32,"1"
1483,"Cars 2","DS",2011,"Racing","Disney Interactive Studios",0.72,0.44,0.04,0.12,1.32,"1"
1484,"Skylanders Giants","X360",2012,"Action","Activision",0.75,0.45,0,0.11,1.32,"1"
1485,"TNN Motor Sports Hardcore 4x4","PS",1996,"Racing","ASC Games",0.73,0.5,0,0.09,1.31,"1"
1486,"IHRA Drag Racing 2","PS2",2002,"Racing","Bethesda Softworks",0.64,0.5,0,0.17,1.31,"1"
1487,"The Beatles: Rock Band","X360",2009,"Misc","MTV Games",0.97,0.23,0,0.11,1.31,"1"
1488,"Tekken 6","X360",2009,"Fighting","Namco Bandai Games",0.71,0.42,0.05,0.13,1.31,"1"
1489,"[Prototype]","X360",2009,"Action","Activision",0.84,0.35,0,0.12,1.31,"1"
1490,"Deal or No Deal","Wii",2009,"Misc","Zoo Games",1.22,0,0,0.09,1.31,"1"
1491,"Madagascar","PS2",2005,"Platform","Activision",0.78,0.45,0,0.07,1.31,"1"
1492,"Rugrats Studio Tour","PS",1999,"Adventure","THQ",0.57,0.67,0,0.07,1.31,"1"
1493,"LEGO Battles","DS",2009,"Strategy","Warner Bros. Interactive Entertainment",0.81,0.38,0,0.12,1.31,"1"
1494,"Pitfall II: Lost Caverns","2600",1983,"Platform","Activision",1.22,0.07,0,0.02,1.31,"1"
1495,"Turok: Evolution","PS2",2002,"Shooter","Acclaim Entertainment",0.64,0.5,0,0.17,1.31,"1"
1496,"High School Musical 3: Senior Year DANCE!","Wii",2008,"Misc","Disney Interactive Studios",0.68,0.49,0,0.13,1.31,"1"
1497,"Gold's Gym: Cardio Workout","Wii",2008,"Sports","Ubisoft",1.11,0.04,0.06,0.09,1.31,"1"
1498,"Burnout 3: Takedown","XB",2004,"Racing","Electronic Arts",0.84,0.43,0,0.04,1.31,"1"
1499,"Yu-Gi-Oh! The Sacred Cards","GBA",2002,"Role-Playing","Konami Digital Entertainment",0.94,0.35,0,0.02,1.3,"1"
1500,"Crysis 2","PS3",2011,"Action","Electronic Arts",0.45,0.57,0.06,0.21,1.3,"1"
1501,"NBA Live 07","PS2",2006,"Sports","Electronic Arts",1.07,0.04,0.02,0.17,1.3,"1"
1502,"Saints Row IV","PS3",2013,"Action","Deep Silver",0.56,0.44,0.09,0.21,1.3,"1"
1503,"SingStar '80s","PS2",2005,"Misc","Sony Computer Entertainment",0.27,0.02,0,1.02,1.3,"1"
1504,"EA Playground","Wii",2007,"Sports","Electronic Arts",0.69,0.48,0,0.13,1.3,"1"
1505,"Test Drive 5","PS",1997,"Racing","Accolade",1.05,0.2,0,0.05,1.3,"1"
1506,"Romancing SaGa 3","SNES",1995,"Role-Playing","SquareSoft",0,0,1.29,0.01,1.3,"1"
1507,"EA Sports Active 2","Wii",2010,"Sports","Electronic Arts",0.78,0.4,0,0.11,1.3,"1"
1508,"Digimon World","PS",1999,"Role-Playing","Namco Bandai Games",0.56,0.38,0.28,0.08,1.3,"1"
1509,"Rise of the Tomb Raider","XOne",2015,"Adventure","Square Enix",0.53,0.64,0.02,0.1,1.3,"1"
1510,"Need for Speed Carbon","Wii",2006,"Racing","Electronic Arts",0.46,0.66,0.02,0.15,1.29,"1"
1511,"Yoshi's Woolly World","WiiU",2015,"Platform","Nintendo",0.61,0.47,0.11,0.1,1.29,"1"
1512,"Mega Man Battle Network 3 Blue / White Version","GBA",2002,"Role-Playing","Capcom",0.39,0.02,0.85,0.03,1.29,"1"
1513,"FIFA Street","PS3",2012,"Sports","Electronic Arts",0.11,0.92,0,0.25,1.29,"1"
1514,"Resident Evil Zero","GC",2002,"Action","Capcom",0.54,0.27,0.45,0.04,1.29,"1"
1515,"Need for Speed: Most Wanted","X360",2005,"Racing","Electronic Arts",1,0.17,0.02,0.1,1.29,"1"
1516,"Tom Clancy's Rainbow Six: Siege","XOne",2015,"Shooter","Ubisoft",0.73,0.44,0,0.12,1.29,"1"
1517,"Pirates of the Caribbean: The Curse of the Black Pearl","GBA",2003,"Platform","TDK Mediactive",0.93,0.34,0,0.02,1.29,"1"
1518,"Transformers","PS2",2004,"Shooter","Atari",0.63,0.49,0,0.16,1.29,"1"
1519,"Guitar Hero: Aerosmith","Wii",2008,"Misc","Activision",1.04,0.14,0,0.1,1.29,"1"
1520,"Mystery Case Files: MillionHeir","DS",2008,"Adventure","Nintendo",0.76,0.4,0,0.12,1.29,"1"
1521,"Valkyria Chronicles","PS3",2008,"Role-Playing","Sega",0.71,0.2,0.24,0.13,1.29,"1"
1522,"Midnight Club 3: DUB Edition (America weekly sales)","PS2",2005,"Racing","Take-Two Interactive",1.22,0.05,0,0.01,1.29,"1"
1523,"Champions of Norrath","PS2",2004,"Role-Playing","Sony Online Entertainment",0.63,0.49,0,0.16,1.28,"1"
1524,"Watch Dogs","X360",2014,"Action","Ubisoft",0.72,0.45,0.01,0.11,1.28,"1"
1525,"Imagine: Wedding Designer","DS",2008,"Simulation","Ubisoft",0.55,0.59,0,0.14,1.28,"1"
1526,"Metal Gear Solid V: Ground Zeroes","PS4",2014,"Action","Konami Digital Entertainment",0.45,0.46,0.17,0.2,1.28,"1"
1527,"Yakuman","GB",1989,"Misc","Nintendo",0,0,1.28,0,1.28,"1"
1528,"Assassin's Creed Syndicate","XOne",2015,"Action","Ubisoft",0.61,0.56,0,0.11,1.28,"1"
1529,"Army Men 3D","PS",1999,"Action","3DO",1.1,0.14,0,0.04,1.28,"1"
1530,"WWE '13","X360",2012,"Action","THQ",0.72,0.45,0,0.11,1.28,"1"
1531,"Twisted Metal 4","PS",1999,"Racing","989 Studios",1.07,0.16,0,0.04,1.28,"1"
1532,"Manhunt","PS2",2003,"Action","Take-Two Interactive",0.63,0.49,0,0.16,1.28,"1"
1533,"Kid Icarus: Uprising","3DS",2012,"Action","Nintendo",0.48,0.35,0.36,0.07,1.28,"1"
1534,"Silent Hill 2","PS2",2001,"Action","Konami Digital Entertainment",0.62,0.49,0,0.16,1.28,"1"
1535,"Tomb Raider: Underworld","PS3",2008,"Action","Eidos Interactive",0.45,0.56,0.05,0.22,1.27,"1"
1536,"Castlevania: Symphony of the Night","PS",1997,"Platform","Konami Digital Entertainment",0.58,0.4,0.21,0.08,1.27,"1"
1537,"The Sims 2: Nightlife","PC",2005,"Simulation","Electronic Arts",1.22,0.05,0,0,1.27,"1"
1538,"LEGO Batman: The Videogame","PS2",2008,"Action","Warner Bros. Interactive Entertainment",0.72,0.03,0,0.52,1.27,"1"
1539,"Road Rash","PS",1995,"Racing","Electronic Arts",0.71,0.48,0,0.08,1.27,"1"
1540,"Pokemon Mystery Dungeon: Gates to Infinity","3DS",2012,"Role-Playing","Nintendo",0.44,0.3,0.47,0.06,1.27,"1"
1541,"Atlantis","2600",1981,"Shooter","Imagic",1.18,0.08,0,0.01,1.27,"1"
1542,"NBA 2K9","X360",2008,"Sports","Take-Two Interactive",1,0.16,0,0.11,1.27,"1"
1543,"WWE '12","X360",2011,"Fighting","THQ",0.74,0.4,0,0.12,1.27,"1"
1544,"Tony Hawk's Underground","XB",2003,"Sports","Activision",0.85,0.37,0,0.05,1.27,"1"
1545,"Hogan's Alley","NES",1984,"Shooter","Nintendo",0.68,0.16,0.41,0.02,1.27,"1"
1546,"The Elder Scrolls Online","XOne",2015,"Role-Playing","Bethesda Softworks",0.77,0.38,0,0.12,1.27,"1"
1547,"Jillian Michaels' Fitness Ultimatum 2009","Wii",2008,"Sports","Deep Silver",0.96,0.2,0,0.11,1.27,"1"
1548,".hack//Infection Part 1","PS2",2002,"Role-Playing","Atari",0.49,0.38,0.26,0.13,1.27,"1"
1549,"Rockstar Games presents Table Tennis","Wii",2007,"Sports","Take-Two Interactive",0.39,0.73,0,0.15,1.27,"1"
1550,"Sonic Adventure DX: Director's Cut","GC",2003,"Platform","Sega",0.87,0.3,0.06,0.03,1.27,"1"
1551,"Jet Li: Rise to Honor","PS2",2004,"Action","Sony Computer Entertainment",0.62,0.48,0,0.16,1.27,"1"
1552,"Battle Arena Toshinden","PS",1994,"Fighting","Sony Computer Entertainment",0.39,0.26,0.53,0.08,1.27,"1"
1553,"Yokai Watch 3","3DS",2016,"Action","Level 5",0,0,1.27,0,1.27,"1"
1554,"Kung Fu Panda","DS",2008,"Action","Activision",0.56,0.57,0,0.14,1.26,"1"
1555,"Tamagotchi Connection: Corner Shop","DS",2005,"Simulation","Atari",0.1,0.02,1.12,0.01,1.26,"1"
1556,"Football Manager 2011","PC",2010,"Sports","Sega",0,1.01,0,0.25,1.26,"1"
1557,"Devil Dice","PS",1998,"Puzzle","THQ",0.05,0.03,1.1,0.08,1.26,"1"
1558,"Final Fantasy IV","DS",2007,"Simulation","Square Enix",0.54,0.05,0.62,0.05,1.26,"1"
1559,"Hyrule Warriors","WiiU",2014,"Action","Nintendo",0.61,0.42,0.13,0.1,1.26,"1"
1560,"Need for Speed Carbon","PS3",2006,"Racing","Electronic Arts",0.49,0.52,0.03,0.21,1.26,"1"
1561,"Championship Manager 03/04","PC",2003,"Sports","Eidos Interactive",0,1.15,0,0.11,1.26,"1"
1562,"Brian Lara Cricket","PS",1998,"Sports","Codemasters",0.02,1.13,0.01,0.1,1.26,"1"
1563,"Ratatouille","DS",2007,"Action","THQ",0.5,0.62,0,0.14,1.26,"1"
1564,"Wheel of Fortune","PS",1998,"Misc","Hasbro Interactive",0.99,0.22,0,0.04,1.26,"1"
1565,"LEGO The Lord of the Rings","X360",2012,"Action","Warner Bros. Interactive Entertainment",0.63,0.51,0,0.11,1.26,"1"
1566,"Winter Sports: The Ultimate Challenge","Wii",2007,"Sports","RTL",0.45,0.68,0,0.12,1.26,"1"
1567,"SOCOM: U.S. Navy SEALs Confrontation","PS3",2008,"Shooter","Sony Computer Entertainment",0.94,0.17,0.02,0.13,1.25,"1"
1568,"NBA Live 2001","PS",2000,"Sports","Electronic Arts",0.7,0.47,0,0.08,1.25,"1"
1569,"Star Wars: The Force Unleashed","PS2",2008,"Action","LucasArts",0.49,0,0.01,0.75,1.25,"1"
1570,"Tom Clancy's Rainbow Six: Vegas","PS3",2007,"Shooter","Ubisoft",0.47,0.53,0.03,0.22,1.25,"1"
1571,"Dragon Ball: Daimaou Fukkatsu","NES",1988,"Role-Playing","Namco Bandai Games",0,0,1.25,0,1.25,"1"
1572,"Gegege no Kitarou 2: Youkai Gundan no Chousen","NES",1987,"Role-Playing","Namco Bandai Games",0,0,1.25,0,1.25,"1"
1573,"Reel Fishing","PS",1996,"Sports","Natsume",0.99,0.13,0.1,0.04,1.25,"1"
1574,"Injustice: Gods Among Us","PS3",2013,"Fighting","Warner Bros. Interactive Entertainment",0.48,0.53,0.01,0.23,1.25,"1"
1575,"Pokemon XD: Gale of Darkness","GC",2005,"Role-Playing","Nintendo",0.71,0.19,0.31,0.03,1.25,"1"
1576,"Black","PS2",2006,"Shooter","Electronic Arts",1.01,0.04,0.03,0.16,1.25,"1"
1577,"RollerCoaster Tycoon 2","PC",2002,"Strategy","Atari",1.19,0.05,0,0,1.25,"1"
1578,"Lara Croft Tomb Raider: The Angel of Darkness","PS2",2003,"Action","Eidos Interactive",0.61,0.48,0,0.16,1.25,"1"
1579,"Tom Clancy's Splinter Cell: Pandora Tomorrow","PS2",2004,"Action","Ubisoft",0.52,0.56,0,0.17,1.25,"1"
1580,"Road Rash 3D","PS",1998,"Racing","Electronic Arts",1.05,0.16,0,0.04,1.25,"1"
1581,"Ratchet: Deadlocked","PS2",2005,"Shooter","Sony Computer Entertainment",0.85,0.03,0.22,0.14,1.24,"1"
1582,"Baldur's Gate: Dark Alliance","PS2",2001,"Role-Playing","Virgin Interactive",0.61,0.48,0,0.16,1.24,"1"
1583,"Transformers: Autobots / Decepticons","DS",2007,"Action","Activision",1.12,0.03,0,0.09,1.24,"1"
1584,"Tales of Xillia","PS3",2011,"Role-Playing","Namco Bandai Games",0.29,0.19,0.67,0.09,1.24,"1"
1585,"Diddy Kong Racing DS","DS",2007,"Racing","Nintendo",1.1,0.04,0,0.1,1.24,"1"
1586,"[Prototype]","PS3",2009,"Action","Activision",0.65,0.41,0,0.19,1.24,"1"
1587,"Assassin's Creed: Bloodlines","PSP",2009,"Action","Ubisoft",0.43,0.48,0.05,0.28,1.24,"1"
1588,"Oddworld: Abe's Oddysee","PS",1997,"Platform","GT Interactive",0.75,0.44,0,0.06,1.24,"1"
1589,"The Witcher 3: Wild Hunt","XOne",2015,"Role-Playing","Namco Bandai Games",0.66,0.47,0,0.11,1.24,"1"
1590,"Ridge Racer V","PS2",2000,"Action","Namco Bandai Games",0.24,0.19,0.75,0.06,1.24,"1"
1591,"WWE SmackDown vs. Raw 2009","PS2",2008,"Fighting","THQ",0.69,0,0,0.55,1.24,"1"
1592,"Tetris 2 (All region sales)","GB",1992,"Puzzle","Nintendo",0.56,0.22,0.43,0.03,1.24,"1"
1593,"Star Wars Episode III: Revenge of the Sith","XB",2005,"Action","Activision",0.82,0.38,0,0.04,1.24,"1"
1594,"Ben 10: Protector of Earth","Wii",2007,"Action","D3Publisher",0.55,0.55,0,0.13,1.23,"1"
1595,"Frogger: The Great Quest","PS2",2001,"Platform","Konami Digital Entertainment",0.6,0.47,0,0.16,1.23,"1"
1596,"2010 FIFA World Cup South Africa","PS3",2010,"Sports","Electronic Arts",0.3,0.64,0.07,0.22,1.23,"1"
1597,"Ninja Gaiden","XB",2004,"Action","Microsoft Game Studios",0.92,0.2,0.07,0.04,1.23,"1"
1598,"Crash Bandicoot: The Wrath of Cortex","XB",2002,"Platform","Universal Interactive",0.59,0.57,0,0.07,1.23,"1"
1599,"Driv3r","PS2",2004,"Racing","Atari",0.6,0.47,0,0.16,1.23,"1"
1600,"Disney's Tarzan / Disney's Aladdin in Nasira's Revenge / Disney's The Emperor's New Groove Action Game","PS",2003,"Misc","Sony Computer Entertainment",0.69,0.47,0,0.08,1.23,"1"
1601,"Farming Simulator 2015","PC",2014,"Simulation","Focus Home Interactive",0.08,1.02,0,0.13,1.23,"1"
1602,"Guitar Hero: Aerosmith","X360",2008,"Misc","Activision",1,0.14,0,0.1,1.23,"1"
1603,"Medal of Honor: Airborne","PS3",2007,"Shooter","Electronic Arts",0.25,0.7,0.03,0.25,1.23,"1"
1604,"Kirby Tilt 'n' Tumble","GB",2000,"Puzzle","Nintendo",0.29,0.17,0.75,0.02,1.23,"1"
1605,"SpongeBob SquarePants: Battle for Bikini Bottom","GBA",2003,"Platform","THQ",0.88,0.33,0,0.02,1.23,"1"
1606,"Vigilante 8","PS",1998,"Racing","Activision",0.68,0.47,0,0.08,1.23,"1"
1607,"Castlevania","NES",1986,"Platform","Konami Digital Entertainment",0.54,0.06,0.62,0.01,1.23,"1"
1608,"Donkey Kong Country 2","GBA",2004,"Platform","Nintendo",0.79,0.27,0.12,0.04,1.23,"1"
1609,"Bayonetta","PS3",2009,"Action","Sega",0.44,0.41,0.21,0.17,1.23,"1"
1610,"WarioWare, Inc.: Mega MicroGame$","GBA",2003,"Puzzle","Nintendo",0.4,0.11,0.7,0.02,1.23,"1"
1611,"Star Wars: Battlefront II","PSP",2005,"Shooter","LucasArts",1.05,0.06,0.01,0.11,1.23,"1"
1612,"Madden NFL 17","PS4",2016,"Sports","Electronic Arts",0.92,0.08,0,0.23,1.23,"1"
1613,"Boom Blox","Wii",2008,"Puzzle","Electronic Arts",0.72,0.38,0,0.12,1.23,"1"
1614,"Fallout 4","PC",2015,"Role-Playing","Bethesda Softworks",0.5,0.63,0,0.1,1.23,"1"
1615,"The Sims 2: Castaway","Wii",2007,"Simulation","Electronic Arts",0.45,0.64,0,0.14,1.23,"1"
1616,"LEGO Batman 2: DC Super Heroes","PS3",2012,"Action","Warner Bros. Interactive Entertainment",0.5,0.53,0,0.2,1.22,"1"
1617,"Naruto Shippuden: Ultimate Ninja Storm 2","PS3",2010,"Fighting","Namco Bandai Games",0.42,0.47,0.15,0.18,1.22,"1"
1618,"Mario Power Tennis","GC",2004,"Sports","Nintendo",0.58,0.16,0.46,0.03,1.22,"1"
1619,"Intelligent Qube","PS",1997,"Puzzle","Sony Computer Entertainment",0.13,0.07,1,0.02,1.22,"1"
1620,"Game & Watch Gallery 2","GB",1997,"Misc","Nintendo",0.76,0.3,0.12,0.04,1.22,"1"
1621,"Game & Watch Gallery 3","GB",1999,"Misc","Nintendo",0.79,0.31,0.08,0.04,1.22,"1"
1622,"Pac-Man","NES",1984,"Puzzle","Namco Bandai Games",0.27,0.08,0.85,0.02,1.22,"1"
1623,"Parfait: Chocolat Second Style","PS2",2006,"Adventure","Alchemist",0.59,0.46,0.01,0.15,1.22,"1"
1624,"F1 2011","PS3",2011,"Racing","Codemasters",0.12,0.75,0.11,0.25,1.22,"1"
1625,"Cars","PSP",2006,"Racing","THQ",0.72,0.29,0,0.21,1.22,"1"
1626,"NBA Live 99","PS",1997,"Sports","Electronic Arts",1.13,0.05,0,0.03,1.22,"1"
1627,"Chocobo no Fushigi Dungeon","PS",1997,"Role-Playing","SquareSoft",0,0,1.14,0.08,1.22,"1"
1628,"Golden Sun: The Lost Age","GBA",2002,"Role-Playing","Nintendo",0.61,0.27,0.27,0.07,1.22,"1"
1629,"SimCity 2000","PS",1996,"Simulation","Maxis",0.68,0.46,0,0.08,1.22,"1"
1630,"Max Payne","XB",2001,"Shooter","Take-Two Interactive",0.98,0.19,0,0.05,1.22,"1"
1631,"WCW Mayhem","PS",1998,"Fighting","Electronic Arts",0.68,0.46,0,0.08,1.22,"1"
1632,"NBA 2K2","PS2",2002,"Sports","Sega",0.59,0.46,0.01,0.15,1.22,"1"
1633,"Super Street Fighter IV: 3D Edition","3DS",2011,"Fighting","Capcom",0.55,0.44,0.14,0.09,1.22,"1"
1634,"Cars","PS2",2006,"Racing","THQ",1.01,0.04,0,0.16,1.21,"1"
